CRR_Final_Prices,Empirical_Final_Prices
2050.940730385967,2629.0050936277535
1820.4780458442335,2888.5613637965544
2681.8245011044355,2888.5613637965544
2380.469876449827,2888.561363796556
2176.89229409996,2282.738543505192
2310.5787455983605,2449.7614696732294
2846.5196502699796,2508.1086287739085
2452.4750967609116,2029.286932507437
2242.7396340646,2755.7290394154275
2603.0855307096995,2888.561363796559
2603.0855307097017,2629.005093627754
2310.578745598364,2177.76536533817
2452.4750967609143,2629.005093627754
3206.8736582183687,2449.761469673233
2176.89229409996,2392.7716644511142
2526.658354191207,2508.1086287739095
2846.519650269984,2392.7716644511147
2603.0855307096954,2755.729039415426
1715.1480498666974,2337.1076364279056
2452.475096760913,2177.76536533817
2846.519650269988,2337.107636427903
2452.4750967609116,2821.3635767741107
2310.57874559836,2337.1076364279043
2112.9782468432963,3173.743091119185
2310.578745598362,2337.1076364279056
2762.945193261948,2282.7385435051906
2603.085530709697,2888.5613637965553
2846.5196502699837,2691.621385202803
2681.824501104445,2888.561363796559
3021.3289930181068,2449.761469673228
2526.658354191209,2029.286932507441
2310.57874559836,2029.2869325074391
3403.81291926167,1982.0787987952165
1820.4780458442353,1762.009327366505
2762.945193261941,2449.761469673229
2176.89229409996,2957.3596331594863
2603.0855307097054,2177.7653653381703
2176.8922940999637,2508.1086287739085
2681.8245011044437,2957.359633159491
2681.824501104445,2127.1031169819457
3506.7725498681725,2127.1031169819466
