Price,Close
Ticker,UNVR.JK
Date,
2024-11-08,1615.078125
2024-11-11,1596.7249755859375
2024-11-12,1674.7259521484375
2024-11-13,1651.7845458984375
2024-11-14,1624.2547607421875
2024-11-15,1693.0791015625
2024-11-18,1670.1376953125
2024-11-19,1656.372802734375
2024-11-20,1656.372802734375
2024-11-21,1596.7249755859375
2024-11-22,1647.1962890625
2024-11-25,1757.3153076171875
2024-11-26,1716.0205078125
2024-11-28,1729.785400390625
2024-11-29,1711.4322509765625
2024-12-02,1720.60888671875
2024-12-03,1720.60888671875
2024-12-04,1752.7269287109375
2024-12-05,1758.3536376953125
2024-12-06,1753.6646728515625
2024-12-09,1777.109375
2024-12-10,1875.5771484375
2024-12-11,1823.998779296875
2024-12-12,1786.4873046875
2024-12-13,1753.6646728515625
2024-12-16,1711.4642333984375
2024-12-17,1650.5079345703125
2024-12-18,1692.7083740234375
2024-12-19,1659.8857421875
2024-12-20,1641.1300048828125
2024-12-23,1673.95263671875
2024-12-24,1669.263671875
2024-12-27,1725.531005859375
2024-12-30,1767.7314453125
2025-01-02,1720.8421630859375
2025-01-03,1664.57470703125
2025-01-06,1636.4410400390625
2025-01-07,1669.263671875
2025-01-08,1617.685302734375
2025-01-09,1584.8626708984375
2025-01-10,1598.9295654296875
2025-01-13,1612.9964599609375
2025-01-14,1636.4410400390625
2025-01-15,1627.063232421875
2025-01-16,1673.95263671875
2025-01-17,1678.6416015625
2025-01-20,1641.1300048828125
2025-01-21,1622.374267578125
2025-01-22,1589.5516357421875
2025-01-23,1631.7520751953125
2025-01-24,1584.8626708984375
2025-01-30,1547.35107421875
2025-01-31,1528.595458984375
2025-02-03,1481.7059326171875
2025-02-04,1467.63916015625
2025-02-05,1467.63916015625
2025-02-06,1416.060791015625
2025-02-07,1336.3487548828125
2025-02-10,1411.371826171875
2025-02-11,1336.3487548828125
2025-02-12,1289.4593505859375
2025-02-13,1326.9708251953125
2025-02-14,1373.8602294921875
2025-02-17,1350.4156494140625
2025-02-18,1359.79345703125
2025-02-19,1289.4593505859375
2025-02-20,1266.0145263671875
2025-02-21,1209.747314453125
2025-02-24,1186.302490234375
2025-02-25,1078.456787109375
2025-02-26,1125.3463134765625
2025-02-27,1125.3463134765625
2025-02-28,951.85546875
2025-03-03,1055.01220703125
2025-03-04,1022.1895751953125
2025-03-05,1050.3232421875
2025-03-06,1069.0791015625
2025-03-07,1125.3463134765625
2025-03-10,1106.590576171875
2025-03-11,1115.9683837890625
2025-03-12,1078.456787109375
2025-03-13,1181.6136474609375
2025-03-14,1219.1251220703125
2025-03-17,1280.0814208984375
2025-03-18,1275.3924560546875
2025-03-19,1275.3924560546875
2025-03-20,1223.8140869140625
2025-03-21,1214.436279296875
2025-03-24,1172.2357177734375
2025-03-25,1167.5467529296875
2025-03-26,1162.85791015625
2025-03-27,1186.302490234375
2025-04-08,1106.590576171875
2025-04-09,1083.145751953125
2025-04-10,1205.058349609375
2025-04-11,1228.5030517578125
2025-04-14,1275.3924560546875
2025-04-15,1247.2589111328125
2025-04-16,1237.8809814453125
2025-04-17,1237.8809814453125
2025-04-21,1261.3255615234375
2025-04-22,1298.837158203125
2025-04-23,1336.3487548828125
2025-04-24,1401.993896484375
2025-04-25,1641.1300048828125
2025-04-28,1561.41796875
2025-04-29,1575.48486328125
2025-04-30,1608.3074951171875
2025-05-02,1645.8189697265625
2025-05-05,1664.57470703125
2025-05-06,1720.8421630859375
2025-05-07,1697.3973388671875
2025-05-08,1669.263671875
2025-05-09,1669.263671875
2025-05-14,1673.95263671875
2025-05-15,1678.6416015625
2025-05-16,1655.19677734375
2025-05-19,1655.19677734375
2025-05-20,1603.6185302734375
2025-05-21,1650.5079345703125
2025-05-22,1702.0863037109375
2025-05-23,1673.95263671875
2025-05-26,1655.19677734375
2025-05-27,1631.7520751953125
2025-05-28,1622.374267578125
2025-06-02,1622.374267578125
2025-06-03,1584.8626708984375
2025-06-04,1542.6622314453125
2025-06-05,1523.906494140625
2025-06-10,1519.217529296875
2025-06-11,1514.528564453125
2025-06-12,1523.906494140625
2025-06-13,1462.9501953125
2025-06-16,1450.3802490234375
2025-06-17,1431.041748046875
2025-06-18,1421.37255859375
2025-06-19,1402.0341796875
2025-06-20,1334.3497314453125
2025-06-23,1319.845947265625
2025-06-24,1397.1995849609375
2025-06-25,1406.8687744140625
2025-06-26,1411.703369140625
2025-06-30,1402.0341796875
2025-07-01,1421.37255859375
2025-07-02,1421.37255859375
2025-07-03,1542.2376708984375
2025-07-04,1493.8916015625
2025-07-07,1508.3953857421875
2025-07-08,1469.7186279296875
2025-07-09,1464.884033203125
2025-07-10,1527.7337646484375
2025-07-11,1522.899169921875
2025-07-14,1522.899169921875
2025-07-15,1518.0645751953125
2025-07-16,1508.3953857421875
2025-07-17,1522.899169921875
2025-07-18,1460.0494384765625
2025-07-21,1498.7261962890625
2025-07-22,1518.0645751953125
2025-07-23,1518.0645751953125
2025-07-24,1532.568359375
2025-07-25,1493.8916015625
2025-07-28,1503.560791015625
2025-07-29,1503.560791015625
2025-07-30,1479.3878173828125
2025-07-31,1653.4334716796875
2025-08-01,1711.4486083984375
2025-08-04,1701.7794189453125
2025-08-05,1740.456298828125
2025-08-06,1677.6064453125
2025-08-07,1706.614013671875
2025-08-08,1692.1102294921875
2025-08-11,1701.7794189453125
2025-08-12,1730.7869873046875
2025-08-13,1725.952392578125
2025-08-14,1769.4638671875
2025-08-15,1692.1102294921875
2025-08-19,1769.4638671875
2025-08-20,1745.2908935546875
2025-08-21,1754.9600830078125
2025-08-22,1711.4486083984375
2025-08-25,1716.283203125
2025-08-26,1730.7869873046875
2025-08-27,1696.94482421875
2025-08-28,1692.1102294921875
2025-08-29,1643.7642822265625
2025-09-01,1643.7642822265625
2025-09-02,1643.7642822265625
2025-09-03,1653.4334716796875
2025-09-04,1648.598876953125
2025-09-08,1638.9296875
2025-09-09,1600.2528076171875
2025-09-10,1643.7642822265625
2025-09-11,1663.1026611328125
2025-09-12,1638.9296875
2025-09-15,1634.0950927734375
2025-09-16,1682.4410400390625
2025-09-17,1677.6064453125
2025-09-18,1653.4334716796875
2025-09-19,1658.26806640625
2025-09-22,1658.26806640625
2025-09-23,1716.283203125
2025-09-24,1677.6064453125
2025-09-25,1677.6064453125
2025-09-26,1769.4638671875
2025-09-29,1701.7794189453125
2025-09-30,1721.1177978515625
2025-10-01,1721.1177978515625
2025-10-02,1730.7869873046875
2025-10-03,1774.2984619140625
2025-10-06,1798.471435546875
2025-10-07,1769.4638671875
2025-10-08,1793.6368408203125
2025-10-09,1851.652099609375
2025-10-10,1837.1483154296875
2025-10-13,1788.80224609375
2025-10-14,1740.456298828125
2025-10-15,1774.2984619140625
2025-10-16,1919.33642578125
2025-10-17,1837.1483154296875
2025-10-20,2011.19384765625
2025-10-21,1982.186279296875
2025-10-22,2001.524658203125
2025-10-23,2185.239501953125
2025-10-24,2446.307861328125
2025-10-27,2620.353515625
2025-10-28,2407.631103515625
2025-10-29,2494.654052734375
2025-10-30,2475.3154296875
2025-10-31,2494.654052734375
2025-11-03,2581.6767578125
2025-11-04,2601.01513671875
2025-11-05,2601.01513671875
2025-11-06,2533.330810546875
2025-11-07,2446.307861328125
2025-11-10,2446.307861328125
2025-11-11,2407.631103515625
2025-11-12,2465.646240234375
2025-11-13,2407.631103515625
2025-11-14,2426.969482421875
2025-11-17,2504.3232421875
2025-11-18,2426.969482421875
2025-11-19,2494.654052734375
2025-11-20,2513.992431640625
2025-11-21,2455.97705078125
2025-11-24,2581.6767578125
2025-11-25,2543.0
2025-11-26,2513.992431640625
2025-11-27,2513.992431640625
2025-11-28,2513.992431640625
